,FullRawTextPCM,FullRawText,Arg1_RawText,Arg2_RawText,arg1_rawTextPCM_alignment,arg2_raw_textPCM_alignment,connective_rawTextPCM_alignment
29470,"Or, if dem do am like that, dem no see am as bad thing?
","or, if they do, they rest on an incorrect view",or they rest on an incorrect view,they do,Text Not Found,"dem do that,",if
29591,": We no be forced sellers, we no get absolute deadline.
",We aren't forced sellers. We don't have an absolute deadline,We aren't forced sellers,We don't have an absolute deadline,"We no be forced sellers, deadline.","we sellers, no get : absolute deadline.",
29652,": wetin dey happen wen something wey dem dey call tremor touch us
",caused when a sprinkler system was triggered by the tremors,caused,a sprinkler system was triggered by the tremors,:,something wetin dem wey wen dey wen wey touch call tremor us,happen
29734,"As computer dey dey grow, big computer fit still dey work
","As that system grows, larger computers may be needed",larger computers may be needed,that system grows,big computer still fit work,"dey computer grow,",As
29755,"But when dem do something like that, dem come stop to dey buy and sell.
","But when stocks held steady, Treasury bonds later retreated",But Treasury bonds later retreated,stocks held steady,Text Not Found,"buy and do something that,",when
29891,"APOSTLE PAUL come dey clap afta im argument finish
",who erupted into applause after he finished his argument,who erupted into applause,he finished his argument,come APOSTLE PAUL im APOSTLE clap,afta finish dey argument,afta
29967,"Sey di debt na equity, and dat one no be deductible.
",that the debt is equity and therefore isn't deductible,that the debt is equity,and isn't deductible,"dat di debt na equity,",Text Not Found,one
29995,"Dat one don spread well-well and e get pawa to help pipol.
",that are spread thin; its relief manpower also is stretched,that are spread thin,its relief manpower is stretched,Dat don spread well-well and,Text Not Found,to
30034,": Farmer wey plenty well well, but how much e go be for people wey dey buy am?
",FARMERS REAP abundant crops. But how much will shoppers benefit,FARMERS REAP abundant crops,how much will shoppers benefit,": wey well, wey wey plenty plenty Farmer well,",how much for people buy be,but
30073,": to deliver goods before Christmas if Dec. 20
",to deliver goods before Christmas if ordered by Dec. 20,to deliver goods before Christmas,ordered by Dec. 20,to deliver goods before Christmas,: Dec. 20,if
30088,"Once you dey miss America, you dey always miss America.
","Once you're Miss America, you're always Miss America",you're always Miss America,you're Miss America,you dey always miss America.,"you dey miss America,",Once
30153,"to dial digital wen trouble come
",to dial Digital automatically when trouble arises,to dial Digital automatically,trouble arises,to dial digital wen,trouble come,wen
30254,"Dat one no fit make sense pass am (e dey match im vois).
",that couldn't be more perfect. (It matches her voice,that couldn't be more perfect,It matches her voice,Dat one no vois). make sense fit vois).,(e im match dey vois).,
30290,"APOSTLE PAUL no dey admit am and e no dey deny am
",while neither admitting nor denying the Merc charges,while admitting,denying the Merc charges,Text Not Found,deny APOSTLE PAUL dey am,Text Not Found
30307,"People wey dey sick dey quick die
",Maturities usually are shorter when rates are rising,Maturities usually are shorter,rates are rising,People dey wey wey quick,dey dey die,sick
30308,"and wen e fall,
",and longer when they are falling,and longer,they are falling,and wen,"wen e fall,","fall,"
30399,"wey dey count matter wey pass our own.
",by ignoring that while casting its votes into the past,by ignoring that,casting its votes into the past,wey wey dey matter,pass our count wey own. own.,wey
30491,"sey tomorrow don reach, and sey our history never end.
",that the future is here and that history is over,that the future is here,that history is over,"sey our tomorrow don reach,",sey history never end.,and
30527,"Workers fit call out, but dem no dey fit receive telephone call.
","Workers could dial out, but they couldn't receive telephone calls",Workers could dial out,they couldn't receive telephone calls,"Workers fit call dey out,",call. no dey fit receive telephone call.,but
30531,"If one city dey down, di oda person fit take over
","If one city is down, the other can take over",the other can take over,one city is down,di person fit take over,"one city dey down,",If
30555,"Di announcement come afta market close
",The announcement came after the market's close,The announcement came,the market's close,Di announcement come,afta market close,afta
30794,"Because e dey accelerate market, if no be sey e dey cause am.
","because it accelerates market moves, if not actually causing them",because it accelerates market moves,not actually causing them,"Because e dey accelerate market, market, am.",no be cause am.,if
30856,"Investors go develop thief skin, and deir confidence go return.
","Investors will develop ""thicker skins,"" and their confidence will return","Investors will develop ""thicker skins",their confidence will return,"Investors go develop thief deir return. thief skin,",deir confidence go return.,and
30861,": The equity decision go come when the client don ready
",The equity decision will come when the client is ready,The equity decision will come,the client is ready,The equity decision go come,the client don ready,when
30883,"Fees 0.36. Note wey dey 99.75
",Fees 0.36. Notes offered at a fixed level of 99.75,Fees 0.36,Notes offered at a fixed level of 99.75,Fees 0.36.,Note wey wey dey dey 99.75,
30949,"But the time wey dem take dey do phone service come short well well and many computer terminal no dey again
","Nevertheless, phone service was sporadic; many computer terminals remained dark","Nevertheless, phone service was sporadic",many computer terminals remained dark,But the phone service come short well and dey,many computer terminal dey no again,
30974,"Dem evacuate the plant, and people wey dey work for there come send am go house
",The plant was evacuated and workers sent home,The plant was evacuated,workers sent home,"the plant, work evacuate",people go house,and
30988,"Road too much when motor park dey on top up
",much as highway on-ramps are blocked when traffic backs up,much as highway on-ramps are blocked,traffic backs up,much Road park on dey too,motor dey top up,when
31004,"And den fit raise am small as e take dey build small.
",and then could raise it a bit as rebuilding begins,and then could raise it a bit,rebuilding begins,And den take raise fit am small,build small. small.,as
31160,"E dey eight years when World War II end
",he was eight years old when World War II ended,he was eight years old,World War II ended,E dey eight years dey,World War II end,when
31199,"Dem dey talk sey : ‘Wetin fit happen if no be dem dey talk?
",of what might happen if they didn't,of what might happen,they didn't,: talk fit happen,Dem no dey talk?,if
31271,"12We come out from di box o, di box no dey okay at all!12
",We were out of the box. It was horrible,We were out of the box,It was horrible,12We come out from di box all!12,box dey okay all!12,
31324,"Traders suppose buy di stock if di stock don drop reach 35
",traders should buy the stock if it tumbles to 35,traders should buy the stock,it tumbles to 35,Traders suppose buy di stock,di suppose don drop reach 35,if
31345,"Dem measure wetin dey happen after market close
",because the loss estimate came after the market closed,because the loss estimate came,the market closed,Dem wetin measure wetin happen,dey market close,after
31453,"Dat one dey protect company make dem no dey borrow, while dem dey restructure
",that protects companies from creditors while they restructure,that protects companies from creditors,they restructure,"Dat protect borrow, company make borrow,",dem restructure,while
31459,"to get station before law go give us
",to own a station before the law is passed,to own a station,the law is passed,to give get station,law go us,before
31483,"After dem do business finish, dem come talk sey dem go do am.
",The decision was announced after trading ended,The decision was announced,trading ended,"am. go finish, talk","business finish,",After
